,Brand,Store_ID,Store_Name,Ownership_Type,Street_Address,City,State,Country,Postcode,Phone_Number,Timezone,Longitude,Latitude,Revenue,Profits,Selling_Price,Cost_Price,Gross_Profit_Margin,Number_of_Employees,Customers,Best_Selling_Item
0,McDonald's,23149-228271,Banjara Hills,Joint Venture,"Lower Ground Floor, GVK One, Road Number 1, Banjara Hills",Hyderabad,AP,IN,500034,,GMT+05:30 Asia/New_Delhi,78.45,17.42,2.1173436689352094,0.17158386520911598,1.655165418717746,0.9074330009722328,0.7477324177455131,34.31119724112674,3979.583117160558,Egg & Cheese Muﬃn
1,McDonald's,23191-228548,Kukatpally,Joint Venture,"Upper Ground Floor, Forum Sujana Mall, Kukatpally",Hyderabad,AP,IN,500072,,GMT+05:30 Asia/New_Delhi,78.39,17.48,1.0585039826654867,0.054645385206974616,0.895943975903523,0.45364456399949427,0.44229941190402877,25.4875331888791,1156.0106204412978,Sausage McMuﬀm
2,McDonald's,23193-228546,Madhapur,Joint Venture,"Lower Ground Floor, Inorbit Mall, Madhapur",Hyderabad,AP,IN,500081,,GMT+05:30 Asia/New_Delhi,78.39,17.43,4.505020294808801,0.663867335902395,2.8643113440311803,1.9307229834894861,0.9335883605416941,54.20850245674001,10346.720786156804,Sausage & Egg McMuﬀm
3,McDonald's,23180-228545,Jubilee Hills,Joint Venture,"Ground Floor, Road No. 92, Near Apollo hospital, Jubilee Hills",Hyderabad,AP,IN,500033,,GMT+05:30 Asia/New_Delhi,78.42,17.42,3.40552995391705,0.3978349508377753,2.3940718639172633,1.459512837393022,0.9345590265242413,45.046082949308754,7414.746543778802,Veg McMuﬀm
4,McDonald's,24457-238129,Hi-Tech City,Joint Venture,"Upper Ground Floor, Phoenix tower A, Opposite Trident Hotel, Madhapur Village",Hyderabad,AP,IN,500084,,GMT+05:30 Asia/New_Delhi,78.38,17.45,7.332712790307322,1.6565235304828456,3.3950525116327688,3.142591195845995,0.25246131578677383,77.77260658589435,17887.23410748619,Veg Supreme Muﬃn
5,McDonald's,23664-232349,Mindspace,Joint Venture,"Mindspace, Hitech City",Hyderabad,AP,IN,500081,,GMT+05:30 Asia/New_Delhi,78.38,17.45,3.119602038636433,0.33965551417704815,2.2475758259014698,1.336972302272757,0.9106035236287127,42.66335032197027,6652.272103030488,Hot Cakes with Maple Syrup
6,McDonald's,20874-208485,Punjabi Bagh,Joint Venture,"1/83, Ground Floor , Club Road, West Punjabi Bagh",Delhi,DL,IN,110026,,GMT+05:30 Asia/New_Delhi,77.13,28.67,5.195257423627431,0.8651918232404966,3.084025115553241,2.226538895840328,0.8574862197129135,59.960478530228585,12187.353129673147,Hash Brown
7,McDonald's,29491-254065,T3 Domestic Arrivals,Joint Venture,IGI Airport,Delhi,DL,IN,110037,,GMT+05:30 Asia/New_Delhi,77.12,28.57,7.731528672139652,1.8322710707174792,3.3912711696756115,3.3135122880598504,0.07775888161576121,81.09607226783044,18950.74312570574,McEgg Burger
8,McDonald's,22446-221249,HUDA Metro Station,Joint Venture,"Ground Floor, South Wing, HUDA Metro Station",Gurgaon,DL,IN,122009,,GMT+05:30 Asia/New_Delhi,77.07,28.46,2.114047669911802,0.17112321351636,1.653014693379338,0.9060204299622008,0.746994263417137,34.283730582598345,3970.793786431471,Chicken Maharaja Mac
9,McDonald's,23392-229965,R K Puram,Joint Venture,"Sangam Courtyard, Major Somnath Marg, Sector 9, R.K Puram",New Delhi,DL,IN,110021,,GMT+05:30 Asia/New_Delhi,77.17,28.57,4.654164250618,0.7051271186729168,2.9167180195128624,1.994641821693428,0.9220761978194343,55.45136875515,10744.438001647999,McChicken
10,McDonald's,25522-241268,Indira Gandhi International Airport,Joint Venture,"Domestic Departure, Terminal 1D",New Delhi,DL,IN,110037,,GMT+05:30 Asia/New_Delhi,77.12,28.56,6.478225043488876,1.3097216596910433,3.337708390429026,2.7763821614952326,0.5613262289337935,70.65187536240731,15608.600115970337,Filet-0-Fish
11,McDonald's,23666-232345,Subhash Nagar,Joint Venture,"Ground Floor, Pacific Mall, Subhash Nagar",New Delhi,DL,IN,110018,,GMT+05:30 Asia/New_Delhi,77.11,28.64,5.646809289834284,1.01121951632295,3.196253982330423,2.4200611242146937,0.7761928581157294,63.72341074861904,13391.49143955809,Chicken McGrill
12,McDonald's,18971-197487,Vasant Kunj - Ambience Mall,Joint Venture,"1st Floor, Ambience Mall, Nelson Mandela Marg",New Delhi,DL,IN,110070,,GMT+05:30 Asia/New_Delhi,77.16,28.54,7.803765984069338,1.8650493422603656,3.3885067917337603,3.344471136029717,0.0440356557040438,81.69804986724449,19143.375957518238,McVeggie
13,McDonald's,19363-201204,Saket,Joint Venture,"Ground Floor, Select City Walk Mall",New Delhi,DL,IN,110017,,GMT+05:30 Asia/New_Delhi,77.22,28.53,2.0939970091860713,0.1683339189396964,1.6399025071512963,0.8974272896511734,0.7424752175001229,34.11664174321726,3917.3253578295235,McAloo Tikki
14,McDonald's,19063-198205,Connaught Place - A Block,Joint Venture,"Hamilton House, A Block, Inner Circle",New Delhi,DL,IN,110001,,GMT+05:30 Asia/New_Delhi,77.22,28.63,4.74123355815302,0.7297856249855212,2.9460558408587527,2.031957239208437,0.9140986016503161,56.176946317941834,10976.622821741386,McSpicy Paneer Burger
15,McDonald's,22570-222670,Connaught Place - N Block,Joint Venture,"N 16, N Block, Outer Circle, Connaught Place",New Delhi,DL,IN,110001,,GMT+05:30 Asia/New_Delhi,77.22,28.63,2.831476790673544,0.2856233957961607,2.0898462482950486,1.2134900531458046,0.8763561951492438,40.262306588946196,5883.938108462782,BigSpicy Paneer Wrap
